Coin,Description,Rank,Price,Price - Currency,Market capitalization,Market capitalization - Currency,Circulating supply,Volume / Market Capitalization,Category
XVS,Venus,420,5.7514,USD,94352477.53788115,USD,16405132.23526118,0.034611925585567485,"Privacy, Lending & Borrowing, DeFi, Real-world assets"
BARA,Capybara Nation,421,9.31e-7,USD,93100000,USD,100000000000000,0.005853265293174007,
UMA,UMA,422,1.061,USD,93496826.0545239,USD,88121419.46703479,0.06336779073548818,"Oracles, Derivatives, DeFi, Web3, DAO"
METIS,Metis,423,14.506,USD,93339355.165052,USD,6434534.342,0.05546721705238659,"Privacy, Scaling"
BMX,BitMart Token,424,0.28645,USD,92890468.8928624,USD,324281615.96391135,0.06343950205655821,Marketplace
MYTH,Mythos,425,0.10803,USD,92591275.3186551,USD,857088543.17,0.007890989936695719,"Gaming, NFTs & Collectibles"
ANIME,Animecoin,426,0.016438,USD,91043583.33532801,USD,5538604656,0.12101855603791832,NFTs & Collectibles
DAG,Constellation,427,0.031949,USD,91803800.31178199,USD,2873448318,0.027722038850296043,"Smart contract platforms, Interoperability, Layer 1, Made in America"
SWETH,swETH,428,2737.29,USD,91704514.37879549,USD,33501.93599465,,"Derivatives, Rehypothecated assets"
RSWETH,Restaked Swell Ethereum,429,2603.11,USD,91640818.64325778,USD,35204.35887967,0.00005704941856501671,"Derivatives, Rehypothecated assets"
VVS,VVS Finance,430,0.0000018655,USD,90702973.66071735,USD,48621267038712.06,0.002104248317609684,"Decentralized exchange, DeFi, Exchange tokens"
BAND,Band Protocol,431,0.55022,USD,89774421.65136094,USD,163160956.801572,0.07559758456145015,"Oracles, Data management & AI, Web3"
WPAY,WPAY,432,0.15583,USD,90599562,USD,581400000,0.005505459390120892,
AP3X,Apex Fusion,433,0.10413,USD,89844084.16308,USD,862806916,0.001136288577280103,
MARS,MetaMars,434,0.34504,USD,89710400,USD,260000000,0.04851742454432006,"Gaming, Metaverse"
KBC,Kibho Coin,435,0.0062016,USD,89303040,USD,14400000000,0.000010545156069155093,
COOKIE,Cookie DAO,436,0.16007,USD,87663256.38271,USD,547655753,0.1725848880548865,"Data management & AI, Marketing"
RLB,Rollbit Coin,437,0.043733,USD,88965947.40456866,USD,2034297839.2648263,0.0015769663964836885,Gambling
WELL,Moonwell,438,0.026521,USD,88819610.786038,USD,3349029478,0.01924370811596194,
NMD,Nexusmind,439,8.6404,USD,88542499,USD,10247500,0.001278314779630401,
GEKKO,Gekko HQ,440,0.0000010634,USD,88602488,USD,83320000000000,0.015038527666986169,Memes
NEIRO,Neiro Ethereum,441,0.087088,USD,87088000,USD,1000000000,0.020884020525882094,Memes
CVC,Civic,442,0.087386,USD,87386000,USD,1000000000,0.04840108438431522,"Identity, Enterprise solutions, Web3"
PEOPLE,ConstitutionDAO,443,0.017158,USD,86821836.38878259,USD,5060137334.7,0.2545353144212531,"Memes, DAO, Fundraising, Made in America"
CPOOL,Clearpool,444,0.11028,USD,86276034.28364447,USD,782336183.2031598,0.015987768341738425,"Lending & Borrowing, DeFi, Real-world assets"
CARV,CARV,445,0.3006,USD,88206890.40349199,USD,293436095.82,3.7853190159570165,
XPR,XPR Network,446,0.0031408,USD,86962653.44507806,USD,27688058279.7625,0.01674317118991128,"Decentralized exchange, Payments, DeFi, Exchange tokens"
BICO,Biconomy,447,0.089034,USD,85796284.32935561,USD,963635064.4625156,0.06667193203153979,"Interoperability, Web3, Layer 1"
WAXP,WAX,448,0.019535,USD,86205135.21128489,USD,4412855654.532116,0.09103874082787004,"Gaming, NFTs & Collectibles, Layer 1"
MSQ,MSQUARE GLOBAL,449,14.499,USD,86850503.397,USD,5990103,0.015933388588612027,
POWR,Powerledger,450,0.1499,USD,85099880.50975871,USD,567711010.738884,0.048042194297661794,"Social, media & Content, Energy, Marketplace"
XVG,Verge,451,0.0050883,USD,84068644.4728227,USD,16521951235.741348,0.026794079492646405,"Cryptocurrencies, Made in America"
IOST,IOST,452,0.0032176,USD,84335557.7700912,USD,26210702937,0.05246534604671619,"Smart contract platforms, Internet of things, Layer 1"
VVV,Venice Token,453,2.6364,USD,83423874.83572532,USD,31643102.27420927,0.03396649703568583,"Data management & AI, Made in America"
PRIME,Echelon Prime,454,2.3287,USD,83306543.5367,USD,35773841,0.046223590348206736,"Gaming, Data management & AI, NFTs & Collectibles"
PRO,Propy,455,0.82921,USD,82921000,USD,100000000,0.04274187637689922,"Payments, Real estate, Real-world assets"
MVL,MVL,456,0.0030541,USD,82164326.66380182,USD,26902958863.102654,0.008227587476169675,"Internet of things, Loyalty & Rewards, Transport, DePIN"
MPLX,Metaplex,457,0.10894,USD,82338284.12524,USD,755813146,0.11821507956580092,
RED,RedStone,458,0.285,USD,79800000,USD,280000000,0.2030100487458737,
LON,Tokenlon Network Token,459,0.68047,USD,81788360.37608384,USD,120193925.33996184,0.001191582235319735,"Decentralized exchange, DeFi, Exchange tokens"
XAI,Xai,460,0.04816,USD,80083289.49395421,USD,1662859001.1203117,0.11019726763322589,Gaming
BAC,CDARI,461,8.5053,USD,80854495.59033,USD,9506366.1,0.04094270317775634,
QAI,QuantixAI,462,100.16,USD,80540940.32068457,USD,804122.8067161,0.07842749821307923,
BIO,Bio Protocol,463,0.050535,USD,79437721.53658456,USD,1571934729.13,0.11749787059964557,DAO
FIDA,Solana Name Service (previously Bonfida),464,0.080516,USD,79784227.63662511,USD,990911466.498896,0.3349274865178161,"Decentralized exchange, DeFi"
HSK,HashKey Platform Token,465,0.60795,USD,80553375,USD,132500000,0.07308995087519227,"Centralized-exchange, Exchange tokens"
IQ,IQ,466,0.0035196,USD,78649777.9620441,USD,22346226264.929,0.02568126790748698,"Data management & AI, Social, media & Content, DeFi, DAO"
ARDR,Ardor,467,0.078975,USD,78853870.61348999,USD,998466231.2566,0.04340421429178998,"Smart contract platforms, Scaling, Enterprise solutions"
SUMMIT,Summit,468,0.000042111,USD,78705459,USD,1869000000000,0.0007964285064293952,Memes
SATS,SATS (Ordinals),469,3.6909e-8,USD,77508900,USD,2100000000000000,0.19768880222335153,
SGB,Songbird,470,0.0049888,USD,78849736.60914189,USD,15805351308.76,0.005911112495682976,
PEAQ,peaq,471,0.078395,USD,77662237.8626053,USD,990652948.0528771,0.08901113478088757,"Layer 1, DePIN"
SIGN,Sign,472,0.06489,USD,77868000,USD,1200000000,0.09640088680334155,
POKT,Pocket Network,473,0.03828,USD,77007115.30178535,USD,2011680128.050819,0.34353400240393245,"Developments tools, Distributed computing & Storage, Interoperability, DePIN"
DKA,dKargo,474,0.015564,USD,77820000,USD,5000000000,0.013278989822931766,"Data management & AI, Logistics, Web3"
XRD,Radix,475,0.0065954,USD,77713205.24374239,USD,11782940419.647388,0.002796451136221139,"Smart contract platforms, DeFi, Layer 1"
HONEY,Hivemapper,476,0.017459,USD,78179160.44329847,USD,4477871610.246777,0.008840024238344218,"Distributed computing & Storage, Internet of things, DePIN, Made in America"
REKT,Rekt,477,3.0311e-7,USD,77529349.3121985,USD,255779582700004.97,0.07610424320076657,Memes
FLUX,Flux,478,0.19699,USD,76282596.61173725,USD,387240959.4991484,0.043263823920805695,"Smart contract platforms, Distributed computing & Storage, Data management & AI, Interoperability, DAO, DePIN, Made in America"
AUDIO,Audius,479,0.05641,USD,75416884.73801,USD,1336941761,0.41013542092039107,"Social, media & Content, Web3, DAO, Made in America"
YGG,Yield Guild Games,480,0.14324,USD,75544835.96839893,USD,527400418.6567922,0.12143679908144514,"Gaming, NFTs & Collectibles, Metaverse, DAO"
FRXUSD,Frax USD,481,0.99972,USD,76656619.59575608,USD,76678089.4608051,,"Stablecoins, Fiat-backed stablecoins"
PHA,Phala Network,482,0.094395,USD,75673319.52192609,USD,801666608.6331488,0.10390461996306966,"Privacy, Smart contract platforms, Gaming, Distributed computing & Storage, Oracles, Interoperability, Scaling, Metaverse, Web3, Layer 1, DePIN"
SONIC,Sonic SVM,483,0.21077,USD,75877200,USD,360000000,0.33374273975529,Gaming
0X0,0x0.ai,484,0.089122,USD,77408112.23651001,USD,868563455,0.003516558101342516,"Privacy, Data management & AI"
ARK,Ark,485,0.39579,USD,75107137.63638,USD,189765122,0.6168688979388586,"Developments tools, Interoperability"
DEGEN,Degen,486,0.0032619,USD,74367359.79782403,USD,22798785921.64813,0.09881522445271265,Memes
USDB,USDB,487,0.99982,USD,75377008.6158275,USD,75390578.9200331,0.0008981159426869995,Stablecoins
EGL1,EGL1,488,0.075052,USD,75052000,USD,1000000000,1.6308729474269326,Memes
MERL,Merlin Chain,489,0.10128,USD,73428000,USD,725000000,0.11555554212877579,
MEME,Memecoin,490,0.0014698,USD,73717041.74968803,USD,50154471186.343735,0.18876493741678693,"Memes, NFTs & Collectibles"
MANTA,Manta Network,491,0.17524,USD,73403489.99720314,USD,418874058.4181873,0.12962786496341375,"Privacy, Web3"
ERG,Ergo,492,0.90843,USD,73868083.37900999,USD,81314007,0.0024898130966831233,"Privacy, Smart contract platforms, Analytics"
PUNDIX,Pundi X (New),493,0.28265,USD,73032955.84189363,USD,258386541.0999244,0.24048493489719464,Payments
SPELL,Spell Token,494,0.00044779,USD,73119603.37130117,USD,163289942542.9357,0.20558385488069078,"Lending & Borrowing, DeFi"
ORBS,Orbs,495,0.01836,USD,73250459.36496,USD,3989676436,0.050295117343750764,"Distributed computing & Storage, DeFi"
QRL,Quantum Resistant Ledger,496,1.08189,USD,73500544.8513,USD,67937170,0.002506697487117353,"Distributed computing & Storage, DePIN"
BGSC,BugsCoin,497,0.0062771,USD,72585242.7302813,USD,11563499503,0.08965975098847548,
OSAK,Osaka Protocol,498,9.6924e-8,USD,72777298.54700339,USD,750869738630302,0.0009921827988948236,Memes
NEWT,Newton Protocol,499,0.33301,USD,71597150,USD,215000000,2.923669237668047,"Data management & AI, Interoperability"
AEVO,Aevo,500,0.078365,USD,71110095.47777265,USD,907421622.889972,0.11420197480312183,"Decentralized exchange, DeFi"
DYM,Dymension,501,0.22251,USD,71248859.71953,USD,320205203,0.07745480926320829,
LSK,Lisk,502,0.36804,USD,71495487.30394775,USD,194260100.27156764,0.046739462923557615,"Developments tools, DePIN, Real-world assets"
TIBBIR,Ribbita by Virtuals,503,0.072883,USD,72883000,USD,1000000000,0.024037201488916894,Memes
CETUS,Cetus Protocol,504,0.087955,USD,71096958.30401501,USD,808333333,0.07988666470271309,"Decentralized exchange, DeFi, Exchange tokens"
XIN,Mixin,505,98.025,USD,71558250,USD,730000,6.77899429206276e-7,
MLK,MiL.k,506,0.15024,USD,71367779.88816,USD,475025159,0.026594291893945635,Loyalty & Rewards
TAI,TARS AI,507,0.0786,USD,70126114.65654,USD,892189753.9,0.07765738592315709,Data management & AI
BDCA,BitDCA,508,0.94824,USD,71055179.54259238,USD,74933750.46675143,0.003132986891673515,
KEEP,Keep Network,509,0.073,USD,70648454.96289875,USD,967787054.2862843,0.0001486344406388579,"Privacy, Interoperability, DeFi"
USUAL,Usual,510,0.065916,USD,68898984.65448001,USD,1045254333.6136904,0.29379793975695323,
USDP,Pax Dollar,511,1.0001,USD,69960444.6296999,USD,69953449.28477143,0.010895415496586154,"Stablecoins, Asset-backed Stablecoins, Cryptocurrencies, Fiat-backed stablecoins"
USTC,TerraClassicUSD,512,0.012304,USD,68828921.59012467,USD,5594028087.623917,0.042420363271241567,"Algorithmic Stablecoins, Seigniorage, DePIN"
AGI,Delysium,513,0.049572,USD,69053451.58678183,USD,1392993052.2630079,0.16721640827941864,Data management & AI
ONG,Ontology Gas,514,0.16384,USD,68617996.04903007,USD,418811011.0414432,0.044890330865010895,"Smart contract platforms, Identity, Layer 1"
ABT,Arcblock,515,0.69547,USD,68541562.80456077,USD,98554305.44029327,0.005166394574608055,"Developments tools, Data management & AI, Interoperability, Made in America"
BNT,Bancor,516,0.59357,USD,68372201.55022572,USD,115188101.74069732,0.05576814498374526,"Decentralized exchange, DeFi, Exchange tokens"
FMC,Fimarkcoin,517,0.0026569,USD,68507820.6088166,USD,25784869814,0.3012135831258301,"Centralized-exchange, Exchange tokens"
BANANA,Banana Gun,518,16.934,USD,67457684.42472182,USD,3983564.68788956,0.1387588649561401,"Social, media & Content"
PONKE,Ponke,519,0.11926,USD,66254204.39276,USD,555544226,0.10119104598132965,"Memes, Made in America"
SCARCITY,SCARCITY,520,0.075434,USD,67073397.0761,USD,889166650,0.0018694592465675198,
GAME,GAME by Virtuals,521,0.065856,USD,65856000,USD,1000000000,0.03357221401244321,Data management & AI
XUSD,StraitsX USD,522,1.0001,USD,66697069.6510611,USD,66690400.611,0.12594488019959194,Stablecoins
CHR,Chromia,523,0.077636,USD,65538907.1046657,USD,844181914.378197,0.07877465941156656,"Developments tools, Data management & AI, Scaling, Enterprise solutions, Layer 1, Real-world assets"
GCB,Global Commercial Business,524,0.055504,USD,66707190.80274734,USD,1201844746.3740873,0.0005984539687458379,
STEEM,Steem,525,0.12673,USD,65595531.904511295,USD,517600662.073,0.09319731815256459,"Smart contract platforms, Payments, Social, media & Content, Web3"
APU,Apu Apustaja,526,0.00019034,USD,64314393.28244328,USD,337892157625.5295,0.02068132350705571,Memes
SOSO,SoSoValue,527,0.56294,USD,64813107.81442,USD,115133243,0.03499722110742497,"Data management & AI, Asset management, DeFi, Web3"
AEUR,Anchored Coins AEUR,528,1.14,USD,64990949.243999995,USD,57009604.6,0.0009560651745751566,"Stablecoins, Asset-backed Stablecoins"
RLC,iExec RLC,529,0.88422,USD,64002096.65026186,USD,72382548.06525736,0.04311941955146853,"Privacy, Distributed computing & Storage, NFTs & Collectibles, Interoperability, Enterprise solutions, Payments, Social, media & Content, Marketing, Analytics, Marketplace, Web3, DePIN"
HFT,Hashflow,530,0.10753,USD,62887893.91543422,USD,584840453.0404,0.7226401920480047,"Decentralized exchange, Gaming, NFTs & Collectibles, Interoperability, DeFi, Exchange tokens"
SOPH,Sophon,531,0.03163,USD,63260000,USD,2000000000,0.3768721286228947,
DOGS,DOGS,532,0.00012268,USD,63394890.00000001,USD,516750000000,0.17245253058066587,"Memes, Social, media & Content"
ACX,Across Protocol,533,0.12733,USD,62777305.98202532,USD,493028398.5080132,0.21311805158884212,"Interoperability, Loyalty & Rewards"
SOLV,Solv Protocol,534,0.042497,USD,63006052.2,USD,1482600000,0.1335462674851566,
POND,Marlin,535,0.0076319,USD,62535646.8985127,USD,8193981433,0.04886242010767275,"Privacy, Smart contract platforms, Distributed computing & Storage, Data management & AI, Scaling, DeFi, Web3, DePIN"
ZEUS,Zeus Network,536,0.16212,USD,62056006.647599995,USD,382778230,0.06486730048653931,Interoperability
TXC,TEXITcoin,537,1.3596,USD,62813601.576,USD,46200060,0.0009407460242782498,
QANX,QANplatform,538,0.036788,USD,62596946.52903309,USD,1701558837.91,0.004571100628223883,
AITECH,Solidus Ai Tech,539,0.040555,USD,62479993.42351,USD,1540623682,0.09299549023589984,Data management & AI
CGPT,ChainGPT,540,0.090193,USD,61404084.417666145,USD,680807650.4569772,0.17659137265823172,"Smart contract platforms, Data management & AI, NFTs & Collectibles, Social, media & Content, DeFi, Analytics, DAO"
EURI,Eurite,541,1.1767,USD,61772396.41643083,USD,52496300.175432,0.07300988965447028,"Stablecoins, Cryptocurrencies"
ELON,Dogelon Mars,542,1.1168e-7,USD,61385221.37142227,USD,549652770159583.3,0.07012348552659664,"Memes, Cryptocurrencies"
BFC,Bifrost,543,0.044251,USD,61360143.095564,USD,1386638564,0.021769332330229176,"Interoperability, Payments"
BAL,Balancer,544,0.9503,USD,61015813.57385402,USD,64206896.32100812,0.060959945250340764,"Decentralized exchange, DeFi, DAO, Exchange tokens"
BAN,Comedian,545,0.060652,USD,60649686.672068,USD,999961859,0.20268642319443303,Memes
GLMR,Moonbeam,546,0.061052,USD,60439799.177388005,USD,989972469,0.07681032663866072,"Interoperability, Payments, Layer 1"
ACS,Access Protocol,547,0.0014723,USD,61585278.66208778,USD,41829300184.80458,0.11039874315285353,"NFTs & Collectibles, Social, media & Content"
TAIKO,Taiko,548,0.38704,USD,60213030.72374595,USD,155573146.76453584,0.3357475879419407,"Privacy, Scaling"
ILV,Illuvium,549,10.086,USD,59606024.54945741,USD,5909778.36104079,0.13409899286865745,"Gaming, NFTs & Collectibles, Metaverse, DAO"
CONX,Connex,550,51.917,USD,60119886,USD,1158000,,
INIT,Initia,551,0.39465,USD,58704187.5,USD,148750000,0.4629445417076288,"Smart contract platforms, Interoperability, Layer 1"
BITCOIN,HarryPotterObamaSonic10Inu (ERC-20),552,0.05858,USD,58568175.9199,USD,999798155,0.06069867261937257,Memes
AL,ArchLoot,553,0.07992,USD,58982573.30109169,USD,738020186.4500962,0.10281393014911336,
AGLD,Adventure Gold,554,0.6922,USD,57805622.692200005,USD,83510001,0.19992843799006255,"Gaming, NFTs & Collectibles, Made in America"
SHX,Stronghold SHx,555,0.010156,USD,58842899.626864,USD,5793905044,0.00842592317941239,
DENT,Dent,556,0.00057074,USD,57073999.99999997,USD,99999999999.99994,0.03647230522532766,"Data management & AI, Marketplace"
MTL,Metal DAO,557,0.66167,USD,57001075.38929,USD,86147287,0.015330731011726528,"Cryptocurrencies, Payments"
STOOS,STO Operating System,558,0.92193,USD,57159660,USD,62000000,0.003635916212347309,
MED,MediBloc,559,0.0056594,USD,57047259.846259005,USD,10080089735,0.00478790115527839,Health
GEOD,GEODNET,560,0.17911,USD,56807330.6611782,USD,317164483.62,0.015257515093133115,"Distributed computing & Storage, DePIN"
JOE,JOE,561,0.14143,USD,56308852.65483,USD,398139381,0.049520658450329214,"Decentralized exchange, DeFi, Exchange tokens"
ISLM,ISLM,562,0.029227,USD,56439922.24302884,USD,1931088453.9305725,0.00927223582946428,
GFI,Goldfinch,563,0.68497,USD,55773922.09783238,USD,81425350.1581564,0.008525602736023836,"Lending & Borrowing, DeFi, Real-world assets"
WCT,WalletConnect Token,564,0.29579,USD,55076098,USD,186200000,0.35034471741677414,Payments
SUNDOG,SUNDOG,565,0.055676,USD,55532389.659656,USD,997420606,0.11666437492711874,Memes
ZENT,Zentry,566,0.0081875,USD,55767344.505775966,USD,6811278718.262713,0.13408138814682777,Gaming
GAME,GameBuild,567,0.0031525,USD,55881150.225582495,USD,17725979453,0.08219650310980371,
SAGA,Saga,568,0.20313,USD,54826856.08218,USD,269910186,0.16707290119337279,"Gaming, Data management & AI, Layer 1"
CELR,Celer Network,569,0.0070819,USD,55121431.18330099,USD,7783424106.9912,0.06491625776603616,"Privacy, Interoperability, Scaling, DePIN"
CBK,Cobak Token,570,0.5856,USD,55706404.5792,USD,95127057,0.3238182337481897,"Payments, Social, media & Content"
AUCTION,Bounce Token,571,8.8536,USD,53920122.42222459,USD,6090191.83408157,0.20078682887472368,"DeFi, Metaverse, Marketplace"
UDS,Undeads Games,572,1.2027,USD,55081261.8162,USD,45798006,0.01621979122766881,Gaming
AERGO,Aergo,573,0.11295,USD,54780749.522099644,USD,484999995.7689212,0.12732076123339123,"Smart contract platforms, Enterprise solutions"
NIL,Nillion,574,0.27617,USD,53894575.50000001,USD,195150000,0.15375988150182793,"Data management & AI, DePIN"
BTRST,Braintrust,575,0.226,USD,54544598.732,USD,241347782,0.001487960450267008,"Marketplace, Web3, Jobs"
CCD,Concordium,576,0.0046862,USD,54267615.166215494,USD,11580302839.44678,0.00924497872035654,"Developments tools, Identity, Enterprise solutions"
NMR,Numeraire,577,7.1506,USD,53880484.223707184,USD,7535099.74319738,0.07500343481521571,"Data management & AI, Asset management, Analytics"
B3,B3 (Base),578,0.0025096,USD,53436085.16403519,USD,21292670212,0.06762913876011971,
CHILLGUY,Just a chill guy,579,0.052848,USD,52845473.731517486,USD,999952197.462865,0.22078842213929373,Memes
ANDY,ANDY (ETH),580,0.000053013,USD,53013000,USD,1000000000000,0.015060330244576236,Memes
AAST,AASToken,581,0.0072988,USD,54741000,USD,7500000000,0.00012674836373394714,
HOME,Defi App,582,0.019453,USD,52912160.00000001,USD,2720000000,0.26675936066457706,"Interoperability, Payments, DeFi"
HUMA,Huma Finance,583,0.030644,USD,53116266.656452,USD,1733333333,1.201515548652721,"Payments, DeFi"
KNC,Kyber Network Crystal v2,584,0.28069,USD,52578314.69760577,USD,187318090.0552416,0.11904505316567729,"Decentralized exchange, DeFi, DAO, Exchange tokens"
AVAIL,Avail,585,0.020797,USD,52639560.742069,USD,2531113177,0.07281328795326474,Privacy
HOSICO,Hosico,586,0.051496,USD,51495913.48620504,USD,999998319.99,0.19522535552655934,Memes
LVN,Levana Protocol,587,0.068744,USD,52332428.222508915,USD,761265393.67085,0.009829485625969654,
CYBER,Cyber,588,1.1567,USD,51892531.248900004,USD,44862567,0.1359108868220804,"Smart contract platforms, NFTs & Collectibles, Interoperability, Social, media & Content, Web3"
OXT,Orchid,589,0.051812,USD,51667684.638983026,USD,997214634.4279902,0.04546159240930799,"Distributed computing & Storage, Data management & AI, Web3, DePIN"
CULT,Milady Cult Coin,590,0.00052203,USD,52203000.00000001,USD,100000000000,0.06888073408233472,Memes
RIF,Rootstock Infrastructure Framework,591,0.051413,USD,51413000,USD,1000000000,0.025086922444092545,"Distributed computing & Storage, Payments, Web3, DePIN"
JOE,Joe coin,592,0.05167,USD,51670000,USD,1000000000,0.018049911430385524,Memes
ZRC,Zircuit,593,0.023329,USD,51205369.351682,USD,2194923458,0.12181809959856801,Privacy
WCFG,Wrapped Centrifuge,594,0.172,USD,51755296.710403994,USD,300902887.85118604,0.00115300621565182,Rehypothecated assets
API3,API3,595,0.59154,USD,51122056.866119996,USD,86421978,0.13356616791467135,"Data management & AI, Web3"
MOVR,Moonriver,596,5.2166,USD,50910426.9792,USD,9759312,0.05406726565850271,"Smart contract platforms, Interoperability, Layer 1"
STRX,StrikeX,597,0.051363,USD,51363000,USD,1000000000,0.0011886656522872496,"Payments, DeFi, Real-world assets"
OMI,ECOMI,598,0.0001841,USD,51099459.12336871,USD,277563601973.75726,0.036409967543309,"Gaming, NFTs & Collectibles, Metaverse"
ZKJ,Polyhedra Network,599,0.17149,USD,50222751.92539,USD,292861111,0.3255209487796993,"Interoperability, Real-world assets"
CAT,Simon's Cat,600,0.0000068717,USD,50130544.55217213,USD,7295217275517.286,0.1694482737964578,Memes
MNDE,Marinade,601,0.12347,USD,50755803.99369,USD,411078027,0.01660677407473791,"NFTs & Collectibles, DAO"
EDU,Open Campus,602,0.12195,USD,50086814.37075,USD,410715985,0.05245425071738495,Education
SKYAI,SKYAI,603,0.050403,USD,50403000,USD,1000000000,0.4585587491867629,"Memes, Data management & AI"
SCR,Scroll,604,0.26502,USD,50353799.99999999,USD,190000000,0.4000688397935144,Privacy
BB,BounceBit,605,0.07815,USD,49286207.55675,USD,630661645,0.10911673826758399,"DeFi, Layer 1"
OMNI,Omni Network,606,1.4441,USD,49775944.03570662,USD,34468488.35655884,0.4293909977949979,"Interoperability, Scaling, Layer 1, Made in America"
OAS,Oasys,607,0.011103,USD,49619515.257230915,USD,4469018756.843278,0.047552930133006266,"Gaming, NFTs & Collectibles, Scaling, Layer 1"
LTT,Luxury Travel Token,608,0.0028247,USD,49931479.92706845,USD,17676737326.82,0.0029763034258154662,
STRK,Strike,609,8.9086,USD,49978854.4971999,USD,5610180.55555305,1.4764838641401725,"Lending & Borrowing, DeFi"
HP,Hippo Protocol,610,0.044056,USD,49911351.72163975,USD,1132907021.10132,0.07683145151905245,
CTSI,Cartesi,611,0.05625,USD,49098452.04625307,USD,872861369.7111657,0.06639498191894702,"Smart contract platforms, Scaling, Web3, Layer 1"
AUSDT,aUSDT,612,0.98815,USD,49407504.940749995,USD,50000005,0.0026984280697161674,
TUT,Tutorial,613,0.058281,USD,48849579.39185433,USD,838173322.2122875,0.2851124267712813,Memes
NTRN,Neutron,614,0.08087,USD,48344023.35870589,USD,597799225.407517,0.03635569561993605,"Smart contract platforms, Interoperability, DeFi"
EURCV,EUR CoinVertible,615,1.176,USD,49164297,USD,41806375,0.13660996317908136,Stablecoins
CORE,cVault.finance,616,4903.73,USD,49037299.99999999,USD,10000,,"DeFi, DAO"
DEVVE,Devve,617,0.53828,USD,49408432.30310819,USD,91789463.2962551,0.007443125364955069,"Smart contract platforms, Gaming, Payments, Real estate, Marketplace"
VANRY,Vanar Chain,618,0.024791,USD,47996989.423071004,USD,1936065081,0.08819345121122323,Layer 1
LIBERTY,Torch of Liberty,619,0.048972,USD,48972000,USD,1000000000,1.1502701813966836,Memes
METFI,MetFi,620,0.22986,USD,48891494.632432,USD,212701186.08036196,0.018254795899780706,
WILD,Wilder World,621,0.12383,USD,48409933.527559556,USD,390938654.0221235,0.015795110086539443,"Gaming, NFTs & Collectibles, Metaverse, Made in America"
HEART,Humans.ai,622,0.0062236,USD,48544080,USD,7800000000,0.00863076185484677,"Data management & AI, Layer 1"
RIO,Realio Network,623,0.28017,USD,48466514.75955029,USD,172989666.12967232,0.03726775100957331,"Gaming, Metaverse, Real estate, Made in America, Real-world assets"
TORN,Tornado Cash,624,9.1824,USD,48300927.26076671,USD,5260163.71109587,0.0015336243434570485,"Privacy, DAO"
WIN,WINkLink,625,0.000048492,USD,48186590.55843029,USD,993701859243.3864,0.27099115661261797,"Oracles, Data management & AI"
ZEON,ZEON,626,0.0015645,USD,47762620.5,USD,30529000000,0.00008446297504300461,
COREUM,Coreum,627,0.12383,USD,47648799.30384,USD,384792048,0.006860978951886074,
SCRT,Secret,628,0.15106,USD,47128509.82784128,USD,311985368.911964,0.018958224192176954,"Privacy, Smart contract platforms, Layer 1"
PUNDIAI,Pundi AI,629,6.7497,USD,47636763.7164,USD,7057612,0.03328493000086837,"Data management & AI, Layer 1"
TOKAMAK,Tokamak Network,630,1.0812,USD,47401380.064799994,USD,43841454,0.031814441548586016,
GUSD,Gemini Dollar,631,0.99998,USD,47417634.928334,USD,47418583.3,0.7211164317763512,"Stablecoins, Asset-backed Stablecoins, Fiat-backed stablecoins"
QKC,QuarkChain,632,0.0065711,USD,46902392.225984,USD,7137677440,0.05162768983379201,Smart contract platforms
GNS,Gains Network,633,1.6275,USD,47256979.03037511,USD,29036546.2552228,0.3978446828578353,"Decentralized exchange, DeFi"
IMAGE,Imagen Network,634,0.009462,USD,47310000,USD,5000000000,0.0007887735777877827,
HDX,Hydration,635,0.01061,USD,46742230.799339995,USD,4405488294,0.00008854766187236493,
BMT,Bubblemaps,636,0.09892,USD,35598933.919999994,USD,359876000,0.5780727802214753,"Data management & AI, Analytics, Web3"
GODS,Gods Unchained,637,0.12113,USD,46180812.75012133,USD,381250002.0649,0.06378625012077642,"Gaming, NFTs & Collectibles"
SERAPH,Seraph,638,0.19253,USD,46111590.37212,USD,239503404,1.8295316040820346,"Gaming, NFTs & Collectibles"
LAK3,LAKE,639,0.22796,USD,45370948.555759996,USD,199030306,0.0018938683029568562,
SFUND,Seedify.fund,640,0.64356,USD,45423803.44651301,USD,70582080.06481604,0.03163991863521851,Gaming
BONE,Bone ShibaSwap,641,0.19793,USD,45508728.78878667,USD,229923350.6228802,0.08654562730562877,"Memes, Decentralized exchange, NFTs & Collectibles, DeFi"
XYM,Symbol,642,0.0073443,USD,45262175.64888004,USD,6162898526.596142,0.003049431946228931,"Smart contract platforms, Enterprise solutions"
APX,APX,643,0.075184,USD,44794290.760331936,USD,595795525.1161408,0.0140039890574062,"Decentralized exchange, Derivatives, DeFi, Exchange tokens"
DHN,Dohrnii,644,2.6227,USD,44782712.653400004,USD,17075042,0.040565071229723255,Education
DIA,DIA,645,0.36917,USD,44180827.31368,USD,119676104,0.06752865746608909,"Oracles, Data management & AI, Web3, Real-world assets"
SLP,Smooth Love Potion,646,0.001229,USD,44194263.159018,USD,35959530642,0.08221673846529239,"Gaming, NFTs & Collectibles, Metaverse"
LISTA,Lista DAO,647,0.20593,USD,44179703.992117055,USD,214537483.57265604,0.15279955616623123,"Lending & Borrowing, DeFi, DAO"
