Name,Symbol,Price,Market Cap,Volume,24h Change,Category
Acet,act,0.059882,102397904,125366,-0.34862,Others
AltLayer,alt,0.02723514,102289396,10390222,3.27487,Others
RealLink,real,0.03637252,102211069,22316963,2.39637,Others
Moonwell,well,0.02906242,101764878,2760427,9.86181,Others
Hive,hive,0.210821,101418599,2272643,2.18645,Others
Goatseus Maximus,goat,0.100983,101133683,19335063,3.9248,Others
Tradable Singapore Fintech SSL,pc0000023,1,100846154,0,0,Others
ONyc,onyc,1.008,100826955,2557.56,0.06722,Others
Big Time,bigtime,0.052762,100674614,14161860,4.14366,Others
Waves,waves,1.005,100435867,9757680,-0.13783,Others
QL1 Bridged USDT (QL1),qusdt,1,100008255,4189.84,-0.00731,Others
Tellor Tributes,trb,37.07,99702275,14222472,1.53838,Others
Illuvium,ilv,10.48,99273176,4674223,2.51924,Others
Venus,xvs,5.95,99166139,5098559,2.64052,Others
Optimism Bridged WBTC (Optimism),wbtc,109351,98463250,988839,1.08073,Others
SKALE,skl,0.01700744,98216721,4370104,1.77269,Others
BitMart,bmx,0.288621,97937047,6192974,0.40048,Others
Velo,velo,0.01325342,97928078,13675101,-1.43856,Others
Metis,metis,15.17,97650156,5233067,3.88211,Others
Constellation,dag,0.03419084,97542724,2443132,4.70179,Others
Lagrange,la,0.503444,97134744,17954497,0.44201,Others
UMA,uma,1.092,96272944,4260189,2.41064,Others
Lift Dollar,usdl,0.999855,96093098,1298172,0.00053,Others
ALEO,aleo,0.223788,95919763,3549758,-1.35144,Others
NKYC Token,nkyc,23.88,95669167,257471,2.13596,Others
Bio Protocol,bio,0.05288,95618041,10682554,3.62586,Others
Stratis,strax,0.04806594,95300037,19115132,-4.55965,Others
L2 Standard Bridged frxUSD,frxusd,0.999937,94764586,381347,-0.09879,Others
Alchemy Pay,ach,0.01902953,94083623,31285435,6.2327,Others
ONFA,oft,0.820568,93970908,7859868,-6.90855,Others
Animecoin,anime,0.01674407,92838317,10775915,1.57454,Others
ConstitutionDAO,people,0.01831485,92834792,28162792,6.34902,Others
Blast,blast,0.00224267,92736341,10425147,-3.14578,Others
Six Sigma,six,0.061754,92630368,108824,-7.37045,Others
Elixir Staked deUSD,sdeusd,1.048,92620975,29813,0.1027,Others
Swop,swop,0.00925064,92515601,47.75,-0.00031,Others
DOLA,dola,0.998421,91860029,131286,0.03236,Others
Verasity,vra,0.00110201,91379687,3154876,-0.3921,Others
VVS Finance,vvs,0.00000188,91371203,412568,0.57928,Others
Cookie DAO,cookie,0.166618,91321599,9505501,3.95503,Others
Loopring,lrc,0.073196,91270715,7109424,1.35251,Others
Incrypt,inc,0.01405039,91121166,114189,-13.13242,Others
Restaked Swell ETH,rsweth,2585.27,91046499,181635,2.57331,Others
Band Protocol,band,0.582102,90753875,8005247,3.95748,Others
PAAL AI,paal,0.100713,90751660,3002014,1.32196,Others
Rollbit Coin,rlb,0.04460225,90665128,133519,1.57043,Others
Clearpool,cpool,0.114838,89788658,2295871,3.74536,Others
Biconomy,bico,0.093052,89747453,3972911,4.29209,Others
Delysium,agi,0.050249,89667640,28911765,-0.87625,Others
NexusMind,nmd,8.75,89641646,135263,1.12795,Others
Neiro on ETH,neiro,0.089518,89530810,2998221,4.53553,Others
SingularityNET,agix,0.29944,89408667,40493,3.53113,Others
GAL (migrated to Gravity - G),gal,0.692987,88529677,1050.52,-5.78433,Others
Sui Bridged USDT (Sui),sbusdt,1,88063536,27441330,0.0087,Others
Cronos Bridged USDT (Cronos),usdt,0.999973,87770369,96760,0.18346,Others
Venice Token,vvv,2.76,87636007,2731025,4.36865,Others
Orbs,orbs,0.01868963,87424952,3642111,1.97365,Others
Beets Staked Sonic,sts,0.322631,87344002,225780,2.99191,Others
The Grays Currency,ptgc,0.00029726,87021107,113314,8.59135,Others
XPR Network,xpr,0.00312882,86615892,2208159,-1.09823,Others
Arbitrum Bridged USDC (Arbitrum),usdc.e,0.999887,86446944,7581362,0.05963,Others
IOST,iost,0.0032912,86259153,3340641,1.89227,Others
Verge,xvg,0.00522009,86246096,2556569,2.02554,Others
Mythos,myth,0.10737,85894276,1441003,0.27414,Others
Diverge Loop,dlc,0.096261,85672306,26101,-2.13267,Others
Tokenlon,lon,0.699144,85649080,56841,2.18899,Others
Mythos,myth,0.10737,85510860,1441003,0.27414,Others
Gravity (by Galxe),g,0.0118083,85412814,6736876,-0.89149,Others
Metal Blockchain,metal,0.168234,85402421,1342475,-1.49102,Others
Metaplex,mplx,0.102207,84768247,11113427,-6.24486,Others
OKT Chain,okt,4.71,84103998,330075,0.22638,Others
L2 Standard Bridged WETH (Optimism),weth,2587.47,83840010,1681336,2.97914,Others
Degen,degen,0.00362194,82638779,10897135,9.02961,Others
TempleDAO,temple,3.47,82328249,150.95,0.21121,Others
MVL,mvl,0.00305287,82136794,599494,-0.08669,Others
Powerledger,powr,0.155147,82132347,3083612,2.70912,Others
RedStone,red,0.293399,82106901,18406734,0.81682,Others
Merlin Chain,merl,0.113287,82082277,9003222,13.28918,Others
Pocket Network,pokt,0.04076514,81991806,53426517,1.30096,Others
Songbird,sgb,0.00517248,81812147,476369,5.05086,Others
Solana Name Service (prev. Bonfida),fida,0.082336,81586734,16367035,1.95578,Others
YU,yu,0.999803,81586627,1186292,0.00155,Others
QuantixAI,qai,101.44,81556106,4139689,1.04056,Others
SATS (Ordinals),sats,3.8798e-8,81540416,8991870,4.1807,Others
Avant USD,avusd,1,81285670,100202,0.00676,Others
Relend USDC,reusdc,1.066,81272908,0,0.01869,Others
Ribbita by Virtuals,tibbir,0.081699,81087406,1041465,14.49586,Others
Coreum,coreum,0.12426,80731032,394051,3.63247,Others
0x0.ai: AI Smart Contract,0x0,0.090439,80638649,126313,4.48252,Others
Sign,sign,0.06712,80540813,6695951,3.20699,Others
IQ,iq,0.00359579,80337969,2353479,1.78937,Others
Hivemapper,honey,0.01796693,80256896,1486292,4.89616,Others
Bridged Ether (StarkGate),eth,2597.52,79557772,155222,3.2682,Others
Flux,flux,0.20472,79284460,2585732,2.88419,Others
ChainGPT,cgpt,0.094377,79244820,9857270,3.36265,Others
BugsCoin,bgsc,0.00684687,79188134,4103589,8.05898,Others
Ardor,ardr,0.079177,79050682,1972137,0.39462,Others
Yield Guild Games,ygg,0.149529,78857535,8079860,3.4937,Others
Memecoin,meme,0.00157147,78839561,30396272,5.76521,Others
Moonwell Flagship ETH (Morpho Vault),mweth,2623.48,78809366,617.29,5.01701,Others
Renzo Restaked LST,pzeth,3132.86,78804398,795.85,3.34887,Others
Osaka Protocol,osak,1.03031e-7,78543251,89318,4.74564,Others
PHALA,pha,0.097758,78471441,6481590,3.31499,Others
dKargo,dka,0.01561514,78057132,955879,0.47598,Others
Sonic SVM,sonic,0.216716,78043345,18307224,1.58706,Others
Manta Network,manta,0.186043,77988925,9563075,4.61818,Others
ARK,ark,0.41396,77946451,13366324,1.70408,Others
Radix,xrd,0.00660248,77801510,309241,0.01429,Others
USDX,usdx,0.694768,77513905,1439.99,-0.06355,Others
peaq,peaq,0.078039,77394610,3342290,-1.56851,Others
Felix feUSD,feusd,1.006,76705972,4344156,-0.22045,Others
Audius,audio,0.057115,76362664,10272268,1.76264,Others
Solv Protocol SolvBTC.CORE,solvbtc.core,109074,76338959,83565,1.54521,Others
Api3,api3,0.612701,76148475,5953613,2.93972,Others
f(x) Protocol fxUSD,fxusd,0.998934,75965035,1469488,0.03619,Others
Dymension,dym,0.236502,75891404,5853007,5.00526,Others
Staked Level USD,slvlusd,1.078,75871424,1215224,-0.06152,Others
Ergo,erg,0.933007,75800091,222558,3.27819,Others
HashKey Platform Token,hsk,0.570365,75632661,6785663,-3.02336,Others
Spell,spell,0.00046221,75608659,5806929,2.00894,Others
sUSDa,susda,1.009,75403366,0,0,Others
Avant Staked USD,savusd,1.055,74983443,62094,0.02926,Others
Aevo,aevo,0.082536,74892695,7297168,3.57874,Others
Pundi X,pundix,0.288575,74569543,3312443,0.4659,Others
Cetus Protocol,cetus,0.091888,74277696,7291037,4.15103,Others
Lisk,lsk,0.380811,73975024,2404297,1.87882,Others
Quantum Resistant Ledger,qrl,0.942347,73875018,115756,-7.36262,Others
L2 Standard Bridged WETH (Blast),weth,2589.72,73078120,237757,2.84717,Others
StraitsX XUSD,xusd,1,72697982,5973586,-0.00411,Others
Usual,usual,0.069285,72620796,17051874,3.27121,Others
BitDCA,bdca,0.962272,72106624,188219,0.06845,Others
PONKE,ponke,0.129362,72106267,8227073,6.21338,Others
MiL.k,mlk,0.151665,72088523,2087529,0.71445,Others
Civic,cvc,0.089328,71656483,3016186,1.70053,Others
Newton Protocol,newt,0.331917,71362930,264597861,1.31967,Others
Reservoir rUSD,rusd,0.999473,70994185,27781,0.00143,Others
Apu Apustaja,apu,0.00020976,70937635,1441370,8.1769,Others
Ontology Gas,ong,0.169124,70842725,3381737,2.26309,Others
TerraClassicUSD,ustc,0.01265418,70781096,3860045,1.97947,Others
Ronin Bridged WETH (Ronin),weth,2589.75,70650506,490759,2.9226,Others
Banana Gun,banana,17.68,70597443,8730973,3.38281,Others
BTU Protocol,btu,0.879536,70381497,101.9,0.37495,Others
B3 (Base),b3,0.0025681,70029952,3650585,1.511,Others
Pax Dollar,usdp,0.999878,69945030,2503721,-0.01121,Others
Bancor Network,bnt,0.611428,69832601,3713201,2.61439,Others
Rings scBTC,scbtc,109613,69664128,86798,1.12352,Others
Resupply USD,reusd,0.990205,69647988,323844,0.04346,Others
WAX,waxp,0.0197578,69258348,4277702,-0.31731,Others
BabyBoomToken,bbt,0.598263,68695445,231778,3.34523,Others
Staked FRAX,sfrax,1.13,68625772,0.901542,0,Others
Arcblock,abt,0.6962,68553998,346797,1.83049,Others
Kelp Gain,ageth,2675.49,68461071,1423.37,2.91829,Others
Fimarkcoin,fmc,0.00265222,68387279,21193550,-0.10228,Others
CARV,carv,0.269855,68335923,41147744,-6.05136,Others
Across Protocol,acx,0.138069,68161517,35133085,7.73238,Others
Bridged Wrapped stETH (Gnosis),wsteth,3125.61,67934366,1807074,3.19919,Others
Dogs,dogs,0.00013126,67826484,17028123,5.22625,Others
Shuffle,shfl,0.219038,67350317,1045169,0.27285,Others
Chromia,chr,0.079558,67147965,5006987,0.60087,Others
Connex,conx,58.32,67064961,11554.32,2.47809,Others
Steem,steem,0.129008,66782549,4835964,1.49533,Others
Adventure Gold,agld,0.718407,66695486,9062062,1.87053,Others
Hosico Cat,hosico,0.06591,66645994,20416240,16.60907,Others
SPACE ID,id,0.154714,66626143,7279982,2.22564,Others
Initia,init,0.417675,66519815,25478856,4.7496,Others
Dogelon Mars,elon,1.2081e-7,66360020,9251826,7.34218,Others
SoSoValue,soso,0.574714,66325560,1763053,1.34686,Others
iExec RLC,rlc,0.916288,66320148,3863311,2.5665,Others
GAME by Virtuals,game,0.066162,66158740,3820409,-1.5618,Others
Energy Web,ewt,1.086,65843131,328737,0.49142,Others
Goldfinch,gfi,0.707098,65720454,482802,1.82249,Others
Global Commercial Business,gcb,0.054647,65677462,39099,-1.36555,Others
Xai,xai,0.050799,65119058,11193000,4.08375,Others
Marlin,pond,0.00790944,64790631,2877707,2.82204,Others
MindWaveDAO,nila,0.081227,64393774,2322189,-0.04243,Others
Hydration,hdx,0.0109676,63355711,60332,-2.1639,Others
Satoshi Stablecoin,satusd,0.998101,63344726,26840,-0.25156,Others
Sophon,soph,0.03155398,63115264,20785338,-0.00877,Others
Layerzero Bridged weETH (Swellchain),weeth,2772.52,63033039,254079,2.81254,Others
Comedian,ban,0.062994,63012770,12075090,-0.5842,Others
Puff The Dragon,puff,0.070569,62726237,269066,0.13823,Others
Solv Protocol,solv,0.0422766,62679292,9522150,-0.39739,Others
Balancer,bal,0.97061,62328814,3753879,1.8298,Others
Moonbeam,glmr,0.062893,62270686,3748243,2.43602,Others
Zeus Network,zeus,0.162384,62187036,3826901,-0.53224,Others
MMX,mmx,0.377908,61872611,50532,12.75939,Others
Bucket Protocol BUCK Stablecoin,buck,1.001,61787749,605525,0.09417,Others
Solidus Ai Tech,aitech,0.04007359,61761659,6730661,-0.7741,Others
Chutes,sn64,48.42,61687143,1450671,1.3621,Others
BLOCKv,vee,0.01691653,61686444,39929,1.65894,Others
QANplatform,qanx,0.036126,61453854,237639,-1.2748,Others
Bifrost,bfc,0.04402872,61256767,784666,-0.00402,Others
HarryPotterObamaSonic10Inu (ETH),bitcoin,0.061009,61006225,3894641,2.34957,Others
Aster USDF,usdf,0.998723,60689809,117563,0.00391,Others
Taiko,taiko,0.389299,60581555,8171894,-0.80843,Others
Ocean Protocol,ocean,0.30143,60309880,154120,1.68288,Others
Bounce,auction,9.14,60239906,9365254,3.4356,Others
Cobak,cbk,0.632376,60161751,52155566,5.42706,Others
Anvil,anvl,0.00220332,60146411,147801,-1.74948,Others
Numeraire,nmr,7.49,59986381,4472117,3.58583,Others
VanEck Treasury Fund,vbill,1,59744890,0,0,Others
deBridge,dbr,0.02029209,59052064,9242381,-0.1136,Others
Wrapped Centrifuge,wcfg,0.195514,58858565,713178,12.23689,Others
Tokamak Network,ton,1.11,58767615,8735957,1.86997,Others
Metal DAO,mtl,0.681257,58618808,1493479,2.3606,Others
Zentry,zent,0.00817985,58169311,6045720,0.37482,Others
JOE,joe,0.145918,58096283,3319724,2.92082,Others
Saga,saga,0.21463,57939038,7489355,4.03719,Others
PePeonTron,pepeontron,0.057886,57886691,98662,-2.2431,Others
BUSD,busd,1.001,57861661,4968.69,0.1675,Others
Hashflow,hft,0.098928,57857232,33016343,-9.13095,Others
Medibloc,med,0.00573147,57769373,254423,1.06246,Others
Just a chill guy,chillguy,0.057698,57681728,16213973,9.21369,Others
Dent,dent,0.00059715,57199299,2404254,2.80028,Others
WalletConnect Token,wct,0.306781,57145092,21110285,3.01252,Others
Polyhedra Network,zkj,0.176274,57144856,9188239,4.01409,Others
Omni Network,omni,1.51,57046536,17082729,2.90732,Others
Looped Hype,lhype,40.4,57024819,7370612,2.55189,Others
MetFi,metfi,0.233319,56909736,372863,-0.21523,Others
ao Computer,ao,12.88,56689809,1845518,5.02064,Others
Geodnet,geod,0.178597,56662490,423742,-0.13368,Others
Sundog,sundog,0.056563,56560343,7302419,2.37786,Others
Nillion,nil,0.288958,56398655,8150729,2.72421,Others
Islamic Coin,islm,0.02912632,56343650,614157,-0.41469,Others
Huma Finance,huma,0.03227813,55947983,21128240,4.06084,Others
Access Protocol,acs,0.00133305,55664742,43160030,-8.39435,Others
Joe Coin,joe,0.055752,55620649,2003571,5.00018,Others
GameBuild,game,0.00313094,55505053,4394236,-1.0271,Others
Stronghold,shx,0.01032236,55482179,600775,-0.4933,Others
Pundi AI,pundiai,6.53,55441821,822571,-2.45208,Others
Magic Internet Money (Ethereum),mim,1,55417808,573.35,-0.13211,Others
ANDY ETH,andy,0.00005538,55367824,608526,3.49817,Others
Aergo,aergo,0.116784,55250754,24121034,2.64639,Others
Bridged Tether (opBNB),usdt,1,55152353,2482.12,-0.0073,Others
Railgun,rail,0.956662,55015971,232263,3.10079,Others
Cronos Bridged WBTC (Cronos),wbtc,108919,54920734,31606,1.14124,Others
HOME,home,0.02015389,54789934,20827167,2.76668,Others
T-mac DAO,tmg,31.08,54394000,44832,-21.59759,Others
SSV Network,ssv,7.61,53989591,9734609,5.89598,Others
Ekubo Protocol,ekubo,5.39,53867836,239631,2.95348,Others
SkyAI,skyai,0.053592,53574357,15331459,4.76483,Others
Zircuit,zrc,0.02435217,53423482,6144465,3.92195,Others
Unipoly,unp,0.191133,53369943,1047646,0.00816,Others
Standard Bridged USDC.e (Optimism),usdc.e,0.99998,53132777,616756,0.02352,Others
Rootstock Infrastructure Framework,rif,0.053046,53045555,1331071,2.12431,Others
Hippo Protocol,hp,0.04664585,52878316,35189266,6.92849,Others
Moonriver,movr,5.4,52734665,1783940,3.23729,Others
Avail,avail,0.02074541,52518409,3145098,0.55061,Others
CYBER,cyber,1.2,52485756,6997002,2.81639,Others
Concordium,ccd,0.00452688,52427358,587328,-2.03789,Others
Marinade,mnde,0.126203,51851986,1007275,3.0266,Others
Neutron,ntrn,0.086776,51796056,2061221,4.9543,Others
Tutorial,tut,0.061753,51747523,14682996,1.55261,Others
Zedxion,zedxion,0.421256,51521823,456201,0.99952,Others
Scroll,scr,0.269926,51328394,12300361,3.14999,Others
Vanar Chain,vanry,0.02627461,50877629,4994472,4.10583,Others
Cartesi,ctsi,0.05816,50794115,3651791,2.38972,Others
Escoin,elg,0.275662,50779543,492167,0.49829,Others
Web 3 Dollar,usd3,1.054,50213140,79.23,0.03228,Others
Humans.ai,heart,0.00641529,50039389,401683,2.59896,Others
Propy,pro,0.857661,49611633,3681649,3.43549,Others
Bone ShibaSwap,bone,0.19833,49561328,3757596,-0.70705,Others
Oasys,oas,0.01106576,49514847,3212128,-1.60325,Others
ECOMI,omi,0.00018192,49457426,1317551,-1.30409,Others
Sui Bridged Ether (Sui),sbeth,2594.93,49306989,611090,3.11233,Others
Tharwa,trwa,0.00702868,49271251,1280241,-11.60928,Others
Oraichain,orai,2.59,49205033,442381,4.48948,Others
WINkLink,win,0.00004947,49163439,7033431,1.96826,Others
EUR CoinVertible,eurcv,1.18,49154226,775.7,0,Others
Honey,honey,0.99887,48861130,1749449,-0.00533,Others
Kyber Network Crystal,knc,0.287015,48853320,4276025,1.49284,Others
Secret,scrt,0.156542,48848392,1355319,2.52117,Others
Gains Network,gns,1.66,48826990,5881123,2.34963,Others
Simon's Cat,cat,0.00000723,48782579,6060056,3.79386,Others
Helder,helder,0.097475,48421285,1374.24,-0.89063,Others
QuarkChain,qkc,0.00679222,48397827,1171170,1.75856,Others
BIM,bim,1.61,48384016,115115,3.3672,Others
High Growth ETH,hgeth,2609.36,48229275,52.58,0,Others
Avalanche Bridged WETH (Avalanche),weth,2589.2,48198966,8442781,3.02704,Others
Sygnum FIUSD Liquidity Fund,fiusd,11485.13,48191605,0,0,Others
Overnight.fi USD+,usd+,0.999856,48078179,238759,0.09201,Others
StrikeX,strx,0.056685,48067783,165674,6.62941,Others
Impossible Cloud Network Token,icnt,0.257042,48059010,33733997,6.80947,Others
Gods Unchained,gods,0.125919,48006741,823033,2.7823,Others
Renzo Restaked SOL,ezsol,185.72,47821305,38978,3.7839,Others
TARS AI,tai,0.081486,47813146,3960192,3.36361,Others
Mountain Protocol USD,usdm,0.995552,47788781,29409,-0.04739,Others
Avalanche Bridged WBTC (Avalanche),wbtc,109545,47787084,801847,1.92122,Others
Hunt,hunt,0.242464,47672352,266236,1.31006,Others
Savings crvUSD,scrvusd,1.052,47527671,1418837,0.04238,Others
Gemini Dollar,gusd,1,47420816,35142621,-0.01386,Others
Smooth Love Potion,slp,0.00130101,46773557,4167101,5.29953,Others
Ski Mask Dog,ski,0.04608881,46120609,714363,4.20703,Others
Mantle Bridged USDe (Mantle),usde,1,46081155,4759452,0.17349,Others
Frax USD,frxusd,0.99968,46056808,435663,0.0018,Others
USUALx,usualx,0.106828,45646156,13075.77,6.85341,Others
Autonolas,olas,0.254186,45638980,377395,1.46454,Others
Wrapped POL,wpol,0.184982,45570654,7894511,1.46958,Others
Seraph,seraph,0.189952,45543679,119909465,-1.77907,Others
Avalanche Bridged USDC (Avalanche),usdc.e,0.999808,45398721,1543845,0.00296,Others
TruFin Staked APT,truapt,4.58,45389773,526.26,2.16205,Others
DIA,dia,0.37923,45371627,2687853,1.92045,Others
GoPlus Security,gps,0.0249796,45321625,6107560,3.92024,Others
Matrixdock Gold,xaum,3351.6,45254501,20852,-0.14199,Others
BCGame Coin,bc,0.00449674,45137369,16534.81,0.10435,Others
Iagon,iag,0.119214,44823689,321382,3.0565,Others
Nosana,nos,0.536521,44746608,416936,1.84341,Others
Sanctum Infinity,inf,204.36,44609687,1745744,3.60619,Others
Hamster Kombat,hmstr,0.00068825,44313980,20421348,3.06947,Others
Artificial Liquid Intelligence,ali,0.00484204,44157211,961238,1.11619,Others
Velodrome Finance,velo,0.04581876,44062112,4341503,1.49391,Others
TOKPIE,tkp,0.554515,43985787,24317,1.91834,Others
DevvE,devve,0.50109,43800715,319249,-4.84579,Others
GRIFFAIN,griffain,0.04379333,43794345,7869719,4.11032,Others
Aurora,aurora,0.070817,43740604,541753,-0.07752,Others
Hey Anon,anon,3.24,43683110,1336820,-1.41535,Others
Phantom Staked SOL,psol,155.31,43482820,203877,3.54655,Others
Liquity BOLD,bold,1,43408135,152165,0.05178,Others
Imagen Network,image,0.00864587,43229486,7896.32,-6.94205,Others
ResearchCoin,rsc,0.376451,43205734,412780,4.97528,Others
Fuel Network,fuel,0.00820018,42978263,3136730,6.02072,Others
SX Network,sx,0.076262,42897406,79705,-0.00897,Others
Stargate Bridged USDC (Plume),usdc.e,0.999799,42887235,219439,-0.01082,Others
Austin Capitals,aux,4.38,42826307,27798,0.0049,Others
MovieBloc,mbl,0.00229107,42572821,2833859,0.39,Others
Wrapped QUIL,quil,0.0471549,42336848,701499,7.2845,Others
TAGGER,tag,0.00038686,42086371,3761968,-4.10378,Others
Optio,opt,0.00732566,41763484,20083,-0.69922,Others
Maxi PayFi Strategy Token,mpst,1.013,41598021,24698,0.07535,Others
Celer Network,celr,0.00736066,41589082,3126937,3.21311,Others
Wilder World,wild,0.128284,41561803,614761,2.69614,Others
W coin,w,0.04155593,41555935,10748172,0.97258,Others
MARBLEX,mbx,0.194133,41509639,1292386,1.11067,Others
Boba Network,boba,0.090986,41428787,5331384,0.27829,Others
Shentu,ctk,0.280895,41354814,2518464,1.97086,Others
Seedify.fund,sfund,0.650491,41347037,2215703,1.34459,Others
BENQI,qi,0.00590354,41276890,2588242,2.09325,Others
Keep Network,keep,0.074824,41139172,1238.46,3.87619,Others
Forta,fort,0.068447,41119395,1042691,-0.66645,Others
Liquity USD,lusd,1.003,41059303,300549,0.21557,Others
Decentralized Social,deso,3.89,41019803,99187,0.56289,Others
CZ's Dog,broccoli,0.04208016,40944728,12401436,4.42144,Others
SMARDEX,sdex,0.00444946,40940726,443725,-0.78608,Others
Huobi,ht,0.256517,40880915,167301,17.47942,Others
Wrapped XRP,wxrp,2.28,40861798,39725,2.23409,Others
SuperRare,rare,0.04986103,40859874,5834149,2.48083,Others
LiquidLaunch,liqd,0.03371169,40472636,1918907,4.04172,Others
HashAI,hashai,0.00045149,40411059,323403,1.97435,Others
Mansory Token,mnsry,0.04483589,40363564,1698151,3.71394,Others
Particle Network,parti,0.173082,40338465,14957196,1.33042,Others
Coin98,c98,0.04153557,40156664,8085695,0.2777,Others
Liqwid Finance,lq,1.99,40025128,13610.94,0.26495,Others
VaderAI by Virtuals,vader,0.03999199,39953823,1011679,6.32988,Others
SuperWalk GRND,grnd,0.058781,39855101,250690,0.97299,Others
AI Analysis Token,aiat,0.358765,39589310,106266,1.28811,Others
Fwog,fwog,0.04044596,39459515,3822759,5.8521,Others
Mubarak,mubarak,0.03909481,39102892,28220181,4.8671,Others
Polygon Hermez Bridged USDT (x Layer),usdt,1,39069104,16169.24,-0.00825,Others
Test,tst,0.04103375,38850469,10337130,0.44007,Others
Strike,strike,6.9,38719819,28526455,-9.92615,Others
Whiteheart,white,4349.25,38656177,11.36,1.33248,Others
tokenbot,clanker,38.61,38651633,2929958,6.18442,Others
CreatorBid,bid,0.143954,38637272,1832533,4.30803,Others
Derive,drv,0.04713422,38578833,193876,-0.44541,Others
Metadium,meta,0.02249211,38574165,246848,-0.13342,Others
sUSD,susd,0.929354,38363233,222030,-0.50744,Others
Tensor,tnsr,0.114618,38317266,7579719,2.35101,Others
Wrapped NXM,wnxm,59.51,38302464,200194,1.94059,Others
DEAPCOIN,dep,0.00138983,38257419,640845,0.70534,Others
Unity,uty,1,37993568,464.64,-0.0003,Others
XPLA,xpla,0.04596608,37868167,457752,1.25207,Others
Act I The AI Prophecy,act,0.0398677,37827786,11430940,3.53456,Others
Treasure,magic,0.122763,37758888,8394194,2.57471,Others
Universal ETH,unieth,2848.27,37751983,51613,3.02696,Others
CorgiAI,corgiai,0.00011216,37751100,30744,1.99739,Others
Keyboard Cat (Base),keycat,0.00376874,37703249,2117221,11.21587,Others
Lista USD,lisusd,0.998551,37544568,77064,0.02457,Others
Ice Open Network,ice,0.00552654,37536217,6630624,0.10231,Others
MyShell,shell,0.138283,37340307,5263369,1.86817,Others
DODO,dodo,0.03724581,37251224,3951966,2.36244,Others
Chain-key Bitcoin,ckbtc,109775,37175904,12403.62,1.37497,Others
Binance-Peg Avalanche,avax,18.5,36995917,53829,3.74093,Others
BankrCoin,bnkr,0.00036914,36911840,3350085,3.953,Others
ROAM Token,roam,0.12375,36888408,10339715,0.29217,Others
Crypto Trading Fund,ctf,0.306726,36770044,613.11,-0.33453,Others
doginme,doginme,0.00054739,36759580,2666802,12.17184,Others
Peapods Finance,peas,3.7,36739265,398875,0.86363,Others
PinLink,pin,0.459194,36726183,1241275,-2.20987,Others
MIU,miu,4.0675e-8,36607464,92516,5.61379,Others
Sai,sai,13.62,36546645,685.99,3.24497,Others
LandWolf,wolf,0.00004042,36471804,2568720,2.92763,Others
Snowbank,sb,226.45,36376978,68.48,1.74389,Others
MEOW,meow,0.00040028,36324968,92677,-3.32383,Others
Cudos,cudos,0.00491682,36262274,11.36,3.98148,Others
Uquid Coin,uqc,3.62,36165070,178528,1.85023,Others
Alephium,alph,0.312246,36147749,291112,-0.09448,Others
Bedrock BTC,brbtc,105725,36110061,0,0,Others
Celium,sn51,26.86,36063536,991138,3.06491,Others
Binance-Peg DAI,dai,0.999854,36001371,428216,-0.04339,Others
TokenFi,token,0.01351027,35906429,5764246,4.18043,Others
Parcl,prcl,0.087926,35904286,11413198,8.89827,Others
Supra,supra,0.00238368,35903044,4877658,18.70062,Others
Storj,storj,0.249431,35896135,6661523,3.02626,Others
Plume USD,pusd,1,35864159,520283,-0.00407,Others
Origin Token,ogn,0.051007,35732515,3922598,1.7473,Others
Lista DAO,lista,0.206622,35725542,5819964,2.47455,Others
Hive Dollar,hbd,1.028,35719964,2050.17,3.00287,Others
BitMEX,bmex,0.357823,35701894,112895,0.30549,Others
My Neighbor Alice,alice,0.387719,35699325,5374965,4.62868,Others
Tornado Cash,torn,9.3,35688095,808567,1.02927,Others
Celo Dollar,cusd,0.99998,35559800,1077107,0.05505,Others
Coinmetro,xcm,0.116997,35364126,194319,-8.77451,Others
Nobody Sausage,nobody,0.03781861,35358896,2038426,13.77992,Others
Resolv,resolv,0.144219,35348749,15076652,2.02391,Others
PolySwarm,nct,0.01856123,35000999,1633553,-0.95427,Others
PYTHIA,pythia,0.0349494,34956641,1894441,1.30045,Others
cUSDC,cusdc,0.02496217,34793406,89.08,0.00437,Others
AxonDAO Governance Token,axgt,0.077411,34762934,180626,1.04939,Others
ThunderCore,tt,0.00281332,34734036,712029,-1.85655,Others
Startup,startup,0.03500917,34720240,3117367,-17.01669,Others
Mavryk Network,mvrk,0.115614,34684148,11.56,0,Others
SaaSGo,saas,0.04321279,34610857,358711,-2.68826,Others
Siren,siren,0.04721616,34547378,5064043,2.73878,Others
AUKI,auki,0.01543658,34442778,84196,8.00534,Others
OpenServ,serv,0.050402,34274875,372399,8.92463,Others
ynETH MAX,ynethx,2723.01,34087925,1073.39,2.91683,Others
Big Dog Fink,bink,0.00022854,34004968,707.91,2.85202,Others
AVA (Travala),ava,0.493476,33978308,3273155,2.57406,Others
Slerf,slerf,0.067835,33925264,3222752,4.04888,Others
Ampleforth,ampl,1.24,33816013,121828,3.47836,Others
AIntivirus,ainti,0.0337323,33728677,0,0,Others
PepeCoin,pepecoin,0.362238,33725155,587654,7.78504,Others
RSS3,rss3,0.04179864,33692237,3490903,2.86131,Others
Ecoin,ecoin,0.00007304,33678030,3,0,Others
Milady Meme Coin,ladys,3.7495e-8,33352222,4094032,2.62164,Others
APX,apx,0.07676,33348952,622286,1.62551,Others
