Name,Symbol,Price,Market Cap,Volume,24h Change,Category
Resolv USR,usr,0.999549,212523913,1244236,-0.0134,Others
Qtum,qtum,2,211224495,11110518,2.5663,Others
MANTRA,om,0.214413,209731060,30382627,4.51799,Others
Blockchain Capital,bcap,22.89,208515082,0,0,Others
Zilliqa,zil,0.01057253,206268483,7070649,1.67219,Others
LayerZero,zro,1.84,204763091,18543245,3.42696,Others
Berachain,bera,1.7,204144220,15582380,3.13111,Others
EURC,eurc,1.18,202983281,13619952,0.07912,Others
Arkham,arkm,0.458019,202656896,22572826,4.68462,Others
IoTeX,iotx,0.02143434,202390410,3288837,2.48371,Others
Baby Doge Coin,babydoge,1.183e-9,199561585,7649972,4.96314,Others
Ravencoin,rvn,0.01297698,198990929,7172287,1.36562,Others
Wrapped Ether (Mantle Bridge),weth,2592.78,197388794,1784404,3.15796,Others
SwissBorg,borg,0.200351,196838158,245642,5.04021,Others
Synthetix Network,snx,0.572882,196747945,9018168,2.28028,Others
Wrapped Beacon ETH,wbeth,2772.44,196729237,3570618,2.54877,Others
WEMIX,wemix,0.427867,193666414,2877526,4.77356,Others
Convex Finance,cvx,2.37,193485485,11674579,9.2716,Others
Legacy Token,lgct,1.76,192538738,5971547,0.9199,Others
Basic Attention,bat,0.127649,190912661,8855033,3.10623,Others
Moo Deng,moodeng,0.191799,189902994,114604687,5.40416,Others
Tradable NA Rent Financing Platform SSTN,pc0000031,1,189500000,0,0,Others
SKOR AI,skorai,0.216246,189131809,214469,-0.92289,Others
Notcoin,not,0.00184071,188666028,32575157,4.4386,Others
Gas,gas,2.89,188219067,4880643,0.95834,Others
USDa,usda,0.993419,188151607,15209.87,-0.09974,Others
0x Protocol,zrx,0.220897,187414179,10221259,2.74114,Others
Neiro,neiro,0.00044318,186640365,86312141,6.02705,Others
Astar,astr,0.02225914,180999960,10497720,-0.93635,Others
Frax (prev. FXS),frax,1.98,180105309,6077175,1.21761,Others
Oasis,rose,0.02424574,179183206,4350581,2.84105,Others
Verus,vrsc,2.25,177905421,31364,2.68599,Others
yearn.finance,yfi,5213.99,176233602,13140118,3.36024,Others
VeThor,vtho,0.00192125,175735855,1747543,1.8786,Others
ai16z,ai16z,0.157855,173747770,47793596,4.19785,Others
GoMining Token,gomining,0.42541,173427766,27953475,0.26063,Others
Blur,blur,0.071365,172088787,9863806,3.12024,Others
Aster Staked BNB,asbnb,701.84,171298653,3380.08,1.21091,Others
Tribe,tribe,0.374257,170322031,150408,1.02899,Others
MORI COIN,mori,0.190425,170185764,7494550,13.4464,Others
Binance-Peg SOL,sol,152.86,168198488,3109975,3.50117,Others
Siacoin,sc,0.00299468,167775257,4799336,2.25539,Others
ZetaChain,zeta,0.179438,166166719,9904422,2.28131,Others
Nervos Network,ckb,0.00353303,165460857,8318825,2.29049,Others
Elixir deUSD,deusd,0.999991,164875920,889515,0.02008,Others
Wrapped fragSOL,wfragsol,161.19,164559508,1608007,3.27383,Others
MimboGameGroup,mgg,0.00143522,164475828,1158217,-0.34488,Others
Sahara AI,sahara,0.08031,163815364,125143493,-0.24503,Others
OriginTrail,trac,0.326379,163026634,1624849,6.04359,Others
KOGE,koge,48.03,162821206,583581103,0.02663,Others
ORDI,ordi,7.71,162159405,25442669,4.4567,Others
Qubic,qubic,0.00000134,161538469,1323241,0.54048,Others
Aave USDC (Sonic),asonusdc,0.999698,160918036,11020.29,-0.01124,Others
Banana For Scale,bananas31,0.01596652,159689158,62478714,10.63687,Others
Threshold Network,t,0.01568562,158913543,5772483,0.93836,Others
Gigachad,giga,0.0165221,158621402,5449959,5.36009,Others
Celo,celo,0.274851,158315951,8268323,1.33794,Others
Steakhouse USDC Morpho Vault,steakusdc,1.09,157217328,0,-0.00636,Others
Fluid,fluid,3.97,156502069,762450,2.03091,Others
UXLINK,uxlink,0.378544,154683668,41772199,9.11589,Others
Kinesis Gold,kau,107.34,154037186,142678,-0.46684,Others
Polymesh,polyx,0.129283,152284077,4630101,4.72881,Others
AgentFun.AI,agentfun,1.52,151723640,17608.93,0.73132,Others
Holo,hot,0.00084905,150802451,5237361,3.83836,Others
Stargate Finance,stg,0.153165,148813801,4058361,2.51969,Others
Nexus Mutual,nxm,60.2,147974417,0,2.9398,Others
aelf,elf,0.193015,147850900,2649355,0.9643,Others
STASIS EURO,eurs,1.18,146213467,37490,0.03245,Others
CoW Protocol,cow,0.298694,145839610,14374797,3.48821,Others
GMX,gmx,14.16,144589890,5963579,2.52161,Others
Cronos Bridged USDC (Cronos),usdc,1.001,144456001,542513,0.22946,Others
EthereumPoW,ethw,1.33,143476659,3695524,1.77626,Others
Snek,snek,0.00191855,143111105,835248,1.1721,Others
Ankr Network,ankr,0.01427677,142785521,8421818,1.06745,Others
Kinesis Silver,kag,37.25,142294473,183098,1.22523,Others
Infrared Bera,ibera,1.66,141629189,203860,3.86986,Others
Humanity,h,0.077533,141420983,266435134,-2.53231,Others
Casper Network,cspr,0.01068831,141367525,2258089,2.38873,Others
Origin Ether,oeth,2590.53,140712174,173603,2.8663,Others
FUNToken,fun,0.01322077,140167073,31579991,-2.49362,Others
Chia,xch,9.57,139990552,4584460,1.82894,Others
Harmony,one,0.00954495,139810768,5593704,1.56545,Others
aura,aura,0.144509,139189184,5086211,9.56679,Others
Prom,prom,7.59,138622020,4394709,2.23937,Others
Drift Protocol,drift,0.406078,137978459,21940160,-1.27417,Others
Rekt,rekt,3.2814e-7,137906426,7381690,6.85714,Others
MAG7.ssi,mag7.ssi,0.77399,137312301,645162,2.03962,Others
Freysa AI,fai,0.01669281,136703612,1158700,1.38897,Others
Zano,zano,9.14,135550519,1719467,-0.8955,Others
TDCCP,tdccp,0.21014,134416115,165667,1.03629,Others
DigiByte,dgb,0.00755867,134382376,1802039,3.48098,Others
Vana,vana,4.36,134225366,8992309,2.44856,Others
KUB Coin,kub,1.51,133813194,725415,1.78319,Others
CoinEx,cet,0.050112,133406800,63871,-0.32678,Others
Resolv RLP,rlp,1.2,133323910,620917,-0.08233,Others
Function ƒBTC,fbtc,109677,132530990,330831,1.39938,Others
Solayer,layer,0.628416,131967313,18733282,0.21572,Others
cETH,ceth,52.05,131187015,20.49,2.82035,Others
Kamino,kmno,0.058033,130885376,6692856,-0.22798,Others
ICON,icx,0.121927,130592200,1563308,0.87142,Others
AUSD,ausd,0.999211,130205851,49279700,-0.04429,Others
WOO,woo,0.068122,130054827,6561199,4.18458,Others
GMT,gmt,0.04386061,128777922,15179037,1.46638,Others
GOHOME,gohome,244.99,128458103,4108856,-0.04369,Others
Melania Meme,melania,0.198683,128119451,7334212,2.2012,Others
Noble Dollar (USDN),usdn,0.9999,127848965,567810,0,Others
aixbt by Virtuals,aixbt,0.134738,127608228,35727401,3.57497,Others
AI Companions,aic,0.127399,127422925,5736040,-3.19427,Others
Conscious Token,conscious,0.127326,127260676,276090,3.80108,Others
Non-Playable Coin,npc,0.01582096,127131034,2070265,2.55437,Others
XYO Network,xyo,0.00911482,126983360,6810662,1.67901,Others
Coinshift USDL Morpho Vault,csusdl,1.032,126823664,0,0.02075,Others
Echelon Prime,prime,2.44,126496408,3234549,3.23832,Others
Kadena,kda,0.390784,126445584,2658969,1.89465,Others
Mask Network,mask,1.24,124127325,15898089,3.82961,Others
ZIGChain,zig,0.088047,124032310,1579655,1.38246,Others
Enjin Coin,enj,0.066436,123474446,7887161,3.03693,Others
Horizen,zen,7.63,122964097,14340295,6.98244,Others
Liquity,lqty,1.26,122935347,22759284,7.48822,Others
Chintai,chex,0.12198,121775850,2682143,-5.40953,Others
Anzen USDz,usdz,0.985579,121170389,28413,0.06438,Others
SQD,sqd,0.163833,120575710,21214274,2.32951,Others
Sologenic,solo,0.300075,119690935,4600796,15.77847,Others
Orca,orca,1.99,119015345,10851925,2.28857,Others
Sushi,sushi,0.614547,118516378,21367432,4.11643,Others
SpaceN,sn,2.95,118126325,108985,13.64712,Others
io.net,io,0.699801,118124318,14346406,2.94922,Others
Purr,purr,0.197981,118105654,3092900,3.94428,Others
Resolv wstUSR,wstusr,1.089,118031573,97977,0,Others
Alchemist AI,alch,0.137865,117292255,16708625,-1.92404,Others
Paycoin,pci,0.112188,116056424,4368620,11.61192,Others
Spiko US T-Bills Money Market Fund,ustbl,1.05,115132372,0,0,Others
Nano,xno,0.857463,114245399,379637,3.75665,Others
crvUSD,crvusd,0.99989,113775730,3727448,0.00431,Others
Solar,sxp,0.175422,113558682,3149462,2.02518,Others
Babylon,baby,0.04932261,113171761,13660132,6.29025,Others
Amnis Aptos,amapt,4.48,113017044,293222,2.05935,Others
Ontology,ont,0.12292,112411293,5846428,4.26899,Others
COTI,coti,0.050682,112147299,4516870,2.69269,Others
BORA,bora,0.097244,111973649,1949698,-0.32759,Others
Magic Eden,me,0.745573,111945670,6158320,2.16869,Others
Lorenzo stBTC,stbtc,108781,111668391,7004.78,0.87128,Others
BOOK OF MEME,bome,0.00161707,111603752,38460841,7.50678,Others
ViciCoin,vcnt,19.48,110988234,200708,-0.04262,Others
Level USD,lvlusd,0.999827,110945689,3519549,0.00774,Others
AWE Network,awe,0.056838,110382309,6891807,-1.38753,Others
Centrifuge [OLD],cfg,0.195097,109398338,834511,11.66169,Others
Ozone Chain,ozo,0.131432,109348518,241850,0.45998,Others
Zenrock BTC,zenbtc,109278,109277992,29.83,1.13219,Others
World Mobile Token,wmtx,0.145904,108853655,4349331,2.31044,Others
Apollo Diversified Credit Securitize Fund,acred,1035.66,108674953,0,-0.01521,Others
Solayer Staked SOL,ssol,166.78,108442066,197079,3.47125,Others
sBTC,sbtc,108391,108379770,38456,0.71353,Others
Undeads Games,uds,1.071,108132065,931163,-9.63503,Others
LCX,lcx,0.11453,108110701,272576,2.94161,Others
Osmosis,osmo,0.145467,107042201,4509362,4.68655,Others
Rocket Pool,rpl,4.95,106617174,5067237,2.8048,Others
Terra,luna,0.153631,105654642,14204073,2.51872,Others
Request,req,0.141013,104979793,2301533,1.44623,Others
Status,snt,0.0262972,104163134,5378654,0.89461,Others
Launch Coin on Believe,launchcoin,0.103701,103769873,28072420,5.53204,Others
SWFTCOIN,swftc,0.01037453,103749474,963406,-0.21591,Others
Entangle,ntgl,0.00017148,103745321,20.25,0,Others
Rei,rei,0.103135,103140137,806155,-11.9587,Others
Solv Protocol SolvBTC Jupiter,solvbtc.jup,115691,102812387,3056.35,1.0719,Others
